# Category, Subcategory, ROI, Name, lat, lon_e, size_km, min_lat, max_lat, min_lon_e, max_lon_e, Description, Science Rationale (JUICE Science Objective), UVS, JANUS HR, JANUS COLOR, JANUS STEREO, MAJIS, SWI, RIME, GALA, PEP/RPWI, J-MAG
# 1, 0, #0036fc, Polar Deposits, ---, ---, ---, ---, ---, ---, ---, Surface features where influences of the transition to polar caps onto the compositional/geological properties are expected, Characterize the local environment and its interaction with the Jovian magnetosphere (GB/GC/GE),,,,,,,,,,
1, 0, 1, Harakhtes, 35.95, 259.7, 108, 34, 46, 252, 268, Old impact craters with bright floor deposits in Galileo Regio. Additional features: furrows in dark terrain units; palimpsests, Study transition to northern polar caps in the dark terrain; map polar cap boundaries and thickness of the polar deposits in the dark terrain; study influence of external environment onto local impact features (morphology; topography; composition), 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 2, Xibalba Sulcus, 36, 280, 400, 31, 46, 270, 292, Bright terrain in and outside the northern polar cap. Additional features: linear remnants of dark terrain within bright terrain; possible insight into tectonic resurfacing of dark in to bright terrain, Transition to polar caps in the bright terrain; map polar cap boundaries in the bright terrain; map changes in composition and physical surface properties (radiation products in ice; ice grain size; crystallinity), 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 3, Osiris, -38.0, 193.7, 107, -62, -27, 167, 210, Bright ray crater near transition to southern polar cap (area of open field lines combined with pronounced plasma precipitation). Additional features: important type locality for relatively young bright ray craters representing stratigraphic markers, Influence of transition to polar caps and changing external environment onto crater morphology; retention of bright rays and crater material composition, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 4, Ptah, -65.9, 142.9, 30, -80, -52, 125, 156, Bright ray crater near transition to southern polar cap (area of open field lines combined with pronounced plasma precipitation). Additional features: similar to Osiris (#1.0.3) but at different latitude, Study the southern polar caps and the influence of polar deposits and external environment onto crater morphology and crater material composition, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 5, Tashmetum, -39.72, 95.5, 135, -53, -27, 75, 110, Bright ray crater near transition to southern polar cap. Additional features: similar to Osiris (#1.0.3) but at different hemisphere; possibly an oblique impact inferred from bilateral symmetry in ejecta pattern, Influence of transition to polar caps and changing external environment onto crater morphology; retention of bright rays and crater material composition, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 6, Hershef, 47.39, 90.6, 120, 37, 56, 77, 102, Additional features: similar to Osiris (#1.0.3) but at different hemisphere, Influence of transition to polar caps and changing external environment onto crater morphology; retention of bright rays and crater material composition, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 7, Galileo Regio, 44.9, 218.6, 700, 37, 57, 208, 229, Ancient dark surface material near the transition to the northern polar region. Additional features: similar to Osiris (#1.0.3); possibly an oblique impact inferred from bilateral symmetry in ejecta pattern, Study effects of external environment (temperature; radiation; thickness of polar caps and composition (radiation products; icy properties) of polar deposits) onto dark ancient terrain, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 8, None, 70, 60, 600, 61, 83, 47, 67, Poorly resolved bright terrain in the northern polar region, Study effects of external environment (temperature; radiation; thickness of polar caps and composition (radiation products; icy properties) of polar deposits) onto bright terrain, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 9, None, 75, 180, 600, 60, 85, 155, 187, Poorly resolved dark and bright terrain in the northern polar region, Study effects of external environment (temperature; radiation; thickness of polar caps and composition (radiation products; icy properties) of polar deposits) onto dark and bright terrain, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 10, None, 72.1, 293.3, 54, 62, 83, 297, 323, Poorly resolved bright terrain in the northern polar region around impact crater Neheh (area of open field lines combined with pronounced plasma precipitation). Additional features: extensively resurfaced bright terrain; dome crater, study influence of polar environment in the bright terrain; map changes in composition and physical surface properties (radiation products in ice; ice grain size; crystallinity); morphology of impact features, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 11, None, -75, 360, 900, -85, -59, 340, 17, Poorly resolved bright terrain in the southern polar region (area of open field lines combined with pronounced plasma precipitation), Study effects of external environment (temperature; radiation; thickness of polar caps and composition (radiation products; icy properties) of polar deposits) onto bright terrain, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 12, None, 75, 260, 900, 62, 83, 243, 272, Poorly resolved portions of Galileo Regio within the northern polar region (area of open field lines combined with pronounced plasma precipitation), Study effects of external environment (temperature; radiation; thickness of polar caps and composition (radiation products; icy properties) of polar deposits) onto dark terrain, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 13, None, 75.0, 345.0, 200, 73, 83, 333, 348, At comparably low spatial Voyager resolution very smooth extensively resurfaced bright terrain withinthenorthern polar terrain (area of open field lines combined with pronounced plasma precipitation). Additional features: possible lobes at eastern margin near impact crater Adapa, Study effects of external environment (temperature; radiation; thickness of polar caps and composition (radiation products; icy properties) of polar deposits) onto very smooth bright terrain; investigation of potential cryovolcanism (flows); study geo context and possible association of its formation with very smooth terrain, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 0, 14, Hamra Patera, -77.4, 188.6, 43, -84, -70, 182, 196, Possible caldera in the bright terrain of the South polar region in bright terrain (area of open field lines combined with pronounced plasma precipitation). Additional features: central peak crater in bright terrain; reticulate terrain, Study effects of external environment (temperature; radiation; thickness of polar caps and composition (radiation products; icy properties) of polar deposits) onto potential cryovolcanism (flows); study geo context and possible association of its formation with bright terrain, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
